,FULL NAME,TEAM,POS,AGE,PPG,APG,MPG,RPG,SPG,BPG,season,Salary
729,Kevin Porter Jr.,Cle,G-F,20.28,10.0,2.2,23.2,3.2,0.92,0.28,2019-2020,1290960.0
730,Derrick Rose,Det,G,31.86,18.1,5.6,26.0,2.4,0.8,0.34,2019-2020,7317073.0
731,Yogi Ferrell,Sac,G,27.27,4.4,1.4,10.6,1.0,0.36,0.08,2019-2020,3150000.0
732,Maurice Harkless,Lac,F-G,27.26,5.5,1.0,22.8,4.0,0.96,0.6,2019-2020,11011234.0
733,Damion Lee,Gol,G-F,27.81,12.7,2.7,29.0,4.9,1.02,0.12,2019-2020,842327.0
734,James Ennis III,Phi,F,30.12,5.8,0.8,15.8,3.1,0.45,0.31,2019-2020,1882867.0
735,Avery Bradley,Lal,G,29.72,8.6,1.3,24.2,2.3,0.88,0.1,2019-2020,4767000.0
736,Andre Drummond,Det,C,27.01,17.8,2.8,33.7,15.8,1.98,1.67,2019-2020,27093019.0
737,Omari Spellman,Gol,F,23.07,7.6,1.0,18.1,4.4,0.67,0.49,2019-2020,1897800.0
738,Khem Birch,Orl,C,27.88,4.4,1.0,19.2,4.6,0.42,0.48,2019-2020,3000000.0
739,Damyean Dotson,Nyk,G,26.28,6.7,1.2,17.4,1.9,0.48,0.08,2019-2020,1618520.0
740,Solomon Hill,Mem,F,29.41,5.7,2.0,18.8,3.0,0.65,0.15,2019-2020,12758781.0
741,Alec Burks,Gol,G,29.07,16.1,3.1,29.0,4.7,1.02,0.33,2019-2020,1620564.0
742,Robert Covington,Min,F,29.67,12.8,1.2,29.4,6.0,1.67,0.94,2019-2020,11301219.0
743,Rajon Rondo,Lal,G,34.48,7.1,5.0,20.5,3.0,0.81,0.04,2019-2020,2564753.0
744,Rui Hachimura,Was,F,22.52,13.5,1.8,30.1,6.1,0.77,0.17,2019-2020,4469160.0
745,Paul George,Lac,F,30.29,21.5,3.9,29.6,5.7,1.4,0.42,2019-2020,30560700.0
746,Javonte Green,Bos,G-F,27.06,3.4,0.5,9.7,1.9,0.5,0.17,2019-2020,898310.0
747,Nassir Little,Por,F-G,20.51,3.6,0.5,11.9,2.3,0.27,0.31,2019-2020,2105520.0
748,Cody Martin,Cha,F,24.88,5.0,2.0,18.8,3.3,0.81,0.19,2019-2020,1173310.0
749,Glenn Robinson III,Gol,F,26.6,12.9,1.8,31.6,4.7,0.94,0.29,2019-2020,1620564.0
750,Mike Muscala,Okc,F-C,29.12,4.8,0.9,12.2,2.3,0.19,0.26,2019-2020,2028594.0
751,Rodions Kurucs,Bro,F,22.52,4.6,1.1,14.5,2.9,0.53,0.11,2019-2020,1699236.0
752,Timothe Luwawu-Cabarrot,Bro,G-F,25.27,7.8,0.6,18.1,2.7,0.38,0.13,2019-2020,654469.0
753,Nickeil Alexander-Walker,Nor,G,21.95,5.7,1.9,12.6,1.8,0.36,0.17,2019-2020,2964840.0
754,Mike Conley,Uta,G,32.84,14.4,4.4,29.0,3.2,0.79,0.11,2019-2020,32511624.0
755,Cheick Diallo,Pho,F-C,23.92,4.7,0.5,10.2,2.8,0.23,0.26,2019-2020,1678854.0
756,Harry Giles III,Sac,F-C,22.32,6.9,1.3,14.5,4.1,0.48,0.39,2019-2020,2578800.0
757,Thomas Bryant,Was,C-F,23.04,13.2,1.8,24.9,7.2,0.54,1.07,2019-2020,8000000.0
758,Gorgui Dieng,Min,C,30.57,7.4,1.3,16.9,5.6,0.8,0.91,2019-2020,16229213.0
759,Hamidou Diallo,Okc,G,22.04,6.9,0.8,19.5,3.6,0.8,0.2,2019-2020,1416852.0
760,Jeremy Lamb,Ind,G-F,28.21,12.5,2.1,28.1,4.3,1.17,0.48,2019-2020,10500000.0
761,Moritz Wagner,Was,F-C,23.3,8.7,1.2,18.6,4.9,0.62,0.42,2019-2020,2063520.0
762,Michael Carter-Williams,Orl,G,28.85,7.2,2.4,18.5,3.3,1.09,0.49,2019-2020,1620564.0
763,Ky Bowman,Gol,G,23.16,7.4,2.9,22.6,2.7,1.0,0.22,2019-2020,350189.0
764,Jared Dudley,Lal,F,35.1,1.5,0.6,8.1,1.2,0.33,0.07,2019-2020,1620564.0
765,Elfrid Payton,Nyk,G,26.48,10.0,7.2,27.7,4.7,1.58,0.38,2019-2020,8000000.0
766,Jae Crowder,Mem,F,30.11,9.9,2.8,29.4,6.2,1.04,0.31,2019-2020,7815533.0
767,Caris LeVert,Bro,G,25.97,18.7,4.4,29.6,4.2,1.18,0.22,2019-2020,2625718.0
768,Chris Silva,Mia,F,23.9,3.0,0.5,7.9,2.9,0.18,0.48,2019-2020,466918.0
769,Markieff Morris,Det,F,30.95,11.0,1.6,22.5,3.9,0.59,0.23,2019-2020,1750000.0
770,Richaun Holmes,Sac,F,26.83,12.3,1.0,28.2,8.1,0.93,1.27,2019-2020,4767000.0
771,Quinn Cook,Lal,G,27.4,5.1,1.1,11.5,1.2,0.27,0.05,2019-2020,3000000.0
772,Marc Gasol,Tor,C,35.54,7.5,3.3,26.4,6.2,0.77,0.86,2019-2020,25595700.0
773,Marko Guduric,Mem,G,25.44,3.9,1.0,11.0,1.7,0.27,0.18,2019-2020,2625000.0
774,Shaquille Harrison,Chi,G,26.86,4.9,1.1,11.3,2.0,0.81,0.44,2019-2020,1620564.0
775,Draymond Green,Gol,F,30.45,8.0,6.2,28.4,6.2,1.37,0.77,2019-2020,18539130.0
776,Kent Bazemore,Por,G-F,31.12,7.9,1.4,25.8,4.0,1.05,0.72,2019-2020,19269662.0
777,Wendell Carter Jr.,Chi,C-F,21.33,11.3,1.2,29.2,9.4,0.77,0.84,2019-2020,5201400.0
778,Marcus Morris Sr.,Nyk,F,30.95,19.6,1.4,32.3,5.4,0.77,0.4,2019-2020,15000000.0
779,Daniel Gafford,Chi,F-C,21.87,5.1,0.5,14.2,2.5,0.3,1.3,2019-2020,898310.0
780,DeAndre' Bembry,Atl,G-F,26.12,5.8,1.9,21.3,3.5,1.28,0.44,2019-2020,2603982.0
781,Andrew Wiggins,Min,F,25.47,22.4,3.7,34.7,5.2,0.69,0.86,2019-2020,27504630.0
782,Jordan Clarkson,Uta,G,28.19,15.6,1.6,24.7,2.8,0.69,0.19,2019-2020,13437500.0
783,Boban Marjanovic,Dal,C,32.0,6.9,0.5,10.0,4.7,0.19,0.24,2019-2020,3500000.0
784,Jerome Robinson,Lac,G,23.48,2.9,1.1,11.3,1.4,0.31,0.19,2019-2020,3567720.0
785,Aron Baynes,Pho,C-F,33.68,11.5,1.6,22.2,5.7,0.21,0.55,2019-2020,5453280.0
786,Troy Daniels,Lal,G,29.09,4.2,0.3,11.1,1.1,0.2,0.07,2019-2020,384541.0
787,Thabo Sefolosha,Hou,F-G,36.29,2.2,0.6,10.6,2.3,0.59,0.29,2019-2020,1620564.0
788,Terance Mann,Lac,G-F,23.82,2.4,1.3,8.8,1.3,0.27,0.12,2019-2020,1000000.0
789,Marvin Williams,Cha,F,34.16,6.7,1.0,19.7,2.7,0.61,0.56,2019-2020,604278.0
790,John Collins,Atl,F,22.89,21.6,1.5,33.2,10.1,0.76,1.61,2019-2020,2686560.0
791,Malik Beasley,Den,G,23.72,7.9,1.2,18.2,1.9,0.76,0.15,2019-2020,2731714.0
792,Willie Cauley-Stein,Gol,C,26.99,7.9,1.5,22.9,6.2,1.12,1.22,2019-2020,2177483.0
793,Matt Thomas,Tor,G,26.03,4.9,0.5,10.7,1.5,0.24,0.02,2019-2020,898310.0
794,Isaiah Thomas,Was,G,31.52,12.2,3.7,23.1,1.7,0.33,0.15,2019-2020,1620564.0
795,Alfonzo McKinnie,Cle,F,27.91,4.6,0.4,14.8,2.8,0.58,0.2,2019-2020,1500000.0
796,Shake Milton,Phi,G-F,23.88,9.4,2.6,20.1,2.2,0.48,0.18,2019-2020,1455697.0
797,Dzanan Musa,Bro,G-F,21.27,4.8,1.1,12.2,2.2,0.38,0.03,2019-2020,1911600.0
798,Alex Len,Atl,C,27.16,8.7,1.1,18.6,5.8,0.5,0.83,2019-2020,4160000.0
799,Dwight Powell,Dal,F-C,29.07,9.4,1.5,26.5,5.7,0.88,0.53,2019-2020,10259375.0
800,Frank Kaminsky,Pho,F-C,27.36,9.7,1.9,19.9,4.5,0.38,0.26,2019-2020,4767000.0
801,Deonte Burton,Okc,G-F,26.54,2.7,0.4,9.1,1.5,0.15,0.26,2019-2020,1416852.0
802,Kenrich Williams,Nor,G-F,25.7,3.5,1.5,21.3,4.8,0.69,0.54,2019-2020,1416852.0
803,Dwayne Bacon,Cha,G-F,24.96,5.7,1.3,17.6,2.6,0.59,0.05,2019-2020,1618520.0
804,Clint Capela,Hou,C,26.24,13.9,1.2,32.8,13.8,0.87,1.79,2019-2020,14896552.0
805,Ian Mahinmi,Was,C,33.78,7.4,1.3,21.3,5.8,0.82,1.16,2019-2020,15450051.0
806,Sekou Doumbouya,Det,F,19.64,6.4,0.5,19.8,3.1,0.53,0.21,2019-2020,3285120.0
807,Deandre Ayton,Pho,C,22.06,18.2,1.9,32.5,11.5,0.66,1.53,2019-2020,9562920.0
808,Grayson Allen,Mem,G,24.85,8.7,1.4,18.9,2.2,0.32,0.05,2019-2020,2429400.0
809,Carsen Edwards,Bos,G,22.43,3.3,0.6,9.5,1.3,0.32,0.11,2019-2020,1228026.0
810,Patrick McCaw,Tor,G,24.81,4.6,2.1,24.5,2.3,1.05,0.11,2019-2020,4000000.0
811,D.J. Wilson,Mil,F-C,24.49,3.6,0.7,9.8,2.5,0.08,0.14,2019-2020,2961120.0
812,Keita Bates-Diop,Min,F,24.56,6.8,0.8,17.5,3.0,0.46,0.54,2019-2020,1416852.0
813,Denzel Valentine,Chi,G,26.75,6.8,1.2,13.6,2.1,0.72,0.17,2019-2020,3377569.0
814,Wayne Ellington,Nyk,G,32.71,5.1,1.2,15.5,1.8,0.36,0.11,2019-2020,8000000.0
815,Luke Kornet,Chi,C-F,25.09,6.0,0.9,15.5,2.3,0.31,0.72,2019-2020,2250000.0
816,Luguentz Dort,Okc,G,21.32,6.8,0.8,22.8,2.3,0.89,0.11,2019-2020,155647.0
817,Shabazz Napier,Min,G,29.09,9.6,5.2,23.8,3.1,1.14,0.19,2019-2020,1845301.0
818,Eric Gordon,Hou,G,31.64,14.4,1.5,28.2,2.0,0.64,0.33,2019-2020,14057730.0
819,Karl-Anthony Towns,Min,C-F,24.75,26.5,4.4,33.9,10.8,0.94,1.2,2019-2020,27285000.0
820,Justin James,Sac,G-F,23.56,2.5,0.5,6.6,0.9,0.17,0.26,2019-2020,898310.0
821,Wilson Chandler,Bro,F,33.27,5.9,1.1,21.0,4.2,0.46,0.34,2019-2020,1620564.0
822,Dewayne Dedmon,Sac,C,31.01,5.1,0.4,15.9,4.9,0.44,0.76,2019-2020,13333333.0
823,Dennis Smith Jr.,Nyk,G,22.72,5.5,2.9,15.8,2.3,0.82,0.24,2019-2020,4463640.0
824,JaKarr Sampson,Ind,F,27.41,4.6,0.6,13.8,2.6,0.47,0.35,2019-2020,1620564.0
825,Jonathan Isaac,Orl,F,22.87,11.9,1.4,28.8,6.8,1.56,2.29,2019-2020,5806440.0
826,Brandon Goodwin,Atl,G,24.87,6.1,1.5,12.7,2.1,0.35,0.12,2019-2020,522738.0
827,Jeff Teague,Min,G,32.18,13.2,6.1,27.8,2.6,0.74,0.38,2019-2020,19000000.0
828,Chris Clemons,Hou,G,23.06,4.9,0.8,8.8,0.9,0.24,0.15,2019-2020,563347.0
829,Theo Pinson,Bro,G-F,24.78,3.6,1.7,11.1,1.6,0.52,0.12,2019-2020,1445697.0
830,Treveon Graham,Min,G-F,26.8,5.2,0.9,20.1,3.1,0.52,0.06,2019-2020,1645357.0
831,Admiral Schofield,Was,G-F,23.38,3.0,0.5,11.2,1.4,0.24,0.12,2019-2020,1000000.0
832,Anthony Tolliver,Por,F,35.21,3.9,0.9,16.8,3.3,0.24,0.27,2019-2020,183115.0
833,Skal Labissiere,Por,F-C,24.41,5.8,1.3,17.2,5.1,0.21,0.94,2019-2020,2338847.0
834,D'Angelo Russell,Gol,G,24.47,23.6,6.2,32.1,3.7,0.91,0.27,2019-2020,27285000.0
835,Trevor Ariza,Sac,F,35.13,6.0,1.6,24.7,4.6,1.09,0.25,2019-2020,12195122.0
836,Jabari Parker,Atl,F,25.42,15.0,1.8,26.2,6.0,1.31,0.47,2019-2020,6500000.0
837,Romeo Langford,Bos,G-F,20.81,2.5,0.4,11.6,1.3,0.22,0.25,2019-2020,3458400.0
838,Edmond Sumner,Ind,G,24.62,4.9,1.8,14.4,1.5,0.48,0.29,2019-2020,2000000.0
839,Tyler Johnson,Pho,G,28.27,5.7,1.6,16.6,1.7,0.39,0.26,2019-2020,183115.0
840,Willy Hernangomez,Cha,C-F,26.22,6.1,0.9,12.1,4.4,0.32,0.23,2019-2020,1676735.0
841,Ty Jerome,Pho,G-F,23.11,3.3,1.4,10.6,1.5,0.48,0.1,2019-2020,2193480.0
842,Naz Reid,Min,C-F,20.97,9.0,1.2,16.5,4.1,0.63,0.73,2019-2020,898310.0
843,Jeff Green,Uta,F,33.97,7.8,0.7,18.4,2.7,0.4,0.33,2019-2020,439475.0
844,Jahlil Okafor,Nor,C-F,24.67,8.1,1.2,15.6,4.2,0.23,0.73,2019-2020,1702486.0
845,Kyle O'Quinn,Phi,C-F,30.39,3.5,1.8,10.8,4.0,0.24,0.83,2019-2020,1620564.0
846,John Henson,Cle,F-C,29.63,5.0,1.5,14.2,3.9,0.55,1.1,2019-2020,9732396.0
847,J.J. Barea,Dal,G,36.13,7.7,3.9,15.5,1.8,0.17,0.07,2019-2020,1620564.0
848,Jordan McRae,Was,G,29.38,12.8,2.8,22.5,3.6,0.66,0.52,2019-2020,1645357.0
849,Noah Vonleh,Min,F,24.98,4.1,0.9,12.0,4.0,0.38,0.21,2019-2020,2000000.0
850,Reggie Bullock,Nyk,G-F,29.42,8.1,1.4,23.6,2.3,0.86,0.1,2019-2020,4000000.0
851,Gary Payton II,Was,G,27.7,3.9,1.7,14.9,2.8,1.14,0.24,2019-2020,1052909.0
852,Robert Williams III,Bos,C-F,22.83,5.2,0.9,13.4,4.4,0.79,1.21,2019-2020,1937520.0
853,Chandler Hutchison,Chi,F-G,24.3,7.8,0.9,18.8,3.9,0.96,0.25,2019-2020,2332320.0
854,Allen Crabbe,Atl,G-F,28.35,5.1,1.0,18.6,2.3,0.54,0.14,2019-2020,18500000.0
855,Ed Davis,Uta,F,31.2,1.8,0.4,10.8,3.8,0.39,0.32,2019-2020,4767000.0
856,Malcolm Miller,Tor,G-F,27.44,1.3,0.4,5.8,0.6,0.18,0.07,2019-2020,1588231.0
857,Luke Kennard,Det,G,24.14,15.8,4.1,32.9,3.5,0.43,0.21,2019-2020,3827160.0
858,Jordan Bell,Min,F,25.6,3.1,0.5,8.7,2.9,0.07,0.37,2019-2020,1620564.0
859,Jacob Evans,Gol,G-F,23.16,4.7,1.1,15.3,1.5,0.41,0.44,2019-2020,1925880.0
860,Tim Frazier,Det,G,29.79,3.6,3.4,13.1,1.2,0.52,0.11,2019-2020,1620564.0
861,Anzejs Pasecniks,Was,C,24.65,6.0,0.7,16.8,4.1,0.35,0.46,2019-2020,482144.0
862,Tyson Chandler,Hou,C,37.87,1.3,0.2,8.4,2.5,0.23,0.31,2019-2020,1620564.0
863,Trey Burke,Phi,G,27.75,5.9,2.1,13.1,1.4,0.28,0.04,2019-2020,1620564.0
864,Stanley Johnson,Tor,F-G,24.21,2.4,0.8,6.0,1.5,0.24,0.16,2019-2020,3623000.0
865,Gary Clark,Orl,F,25.75,3.6,0.2,14.8,2.9,0.17,0.63,2019-2020,555409.0
866,Allonzo Trier,Nyk,G,24.58,6.5,1.2,12.1,1.3,0.13,0.17,2019-2020,3551000.0
867,Dante Exum,Cle,G,25.09,5.6,1.4,16.8,2.3,0.46,0.25,2019-2020,9600000.0
868,Norvel Pelle,Phi,F,27.53,2.4,0.3,9.7,3.0,0.13,1.25,2019-2020,350189.0
869,Courtney Lee,Dal,G,34.87,4.5,0.5,14.4,1.3,0.75,0.25,2019-2020,12759670.0
870,Zion Williamson,Nor,F,20.11,22.5,2.1,27.8,6.3,0.67,0.38,2019-2020,9757440.0
871,Jake Layman,Min,F,26.44,9.1,0.7,22.0,2.5,0.74,0.39,2019-2020,3581986.0
872,Isaiah Hartenstein,Hou,C-F,22.28,4.7,0.8,11.6,3.9,0.39,0.52,2019-2020,1416852.0
873,Derrick Walton Jr.,Lac,G,25.37,2.2,1.0,9.6,0.7,0.17,0.0,2019-2020,1445697.0
874,Ante Zizic,Cle,C,23.61,4.4,0.3,10.0,3.0,0.32,0.23,2019-2020,2281800.0
875,Vincent Poirier,Bos,C-F,26.8,1.9,0.4,5.9,2.0,0.09,0.41,2019-2020,2505793.0
876,Josh Jackson,Mem,G-F,23.51,9.0,1.6,17.3,3.0,0.82,0.41,2019-2020,7059480.0
877,Bruno Caboclo,Mem,F,24.9,2.8,0.5,8.7,2.0,0.45,0.55,2019-2020,1845301.0
878,Cristiano Felicio,Chi,F-C,28.1,3.9,0.7,17.5,4.6,0.45,0.09,2019-2020,8156500.0
879,Nicolas Batum,Cha,G-F,31.67,3.6,3.0,23.0,4.5,0.77,0.36,2019-2020,25565217.0
880,Juwan Morgan,Uta,F,23.33,1.7,0.3,6.4,1.4,0.05,0.1,2019-2020,746054.0
881,Rodney Hood,Por,G-F,27.82,11.0,1.5,29.5,3.4,0.81,0.19,2019-2020,5718000.0
882,Andre Iguodala,Mia,G-F,36.55,4.6,2.4,19.9,3.7,0.67,1.0,2019-2020,17185185.0
883,David Nwaba,Bro,G-F,27.58,5.2,0.4,13.4,2.3,0.55,0.6,2019-2020,903111.0
884,Caleb Swanigan,Por,F,23.33,3.0,1.5,13.3,4.7,0.1,0.25,2019-2020,2033160.0
885,Kevon Looney,Gol,F,24.52,3.4,1.0,13.1,3.3,0.6,0.3,2019-2020,4464226.0
886,Thanasis Antetokounmpo,Mil,F,28.08,2.8,0.8,6.4,1.2,0.35,0.1,2019-2020,1445697.0
887,Kyrie Irving,Bro,G,28.39,27.4,6.4,32.9,5.2,1.35,0.5,2019-2020,31742000.0
888,Victor Oladipo,Ind,G,28.28,14.5,2.9,27.8,3.9,0.89,0.21,2019-2020,21000000.0
889,Rayjon Tucker,Uta,G,22.89,3.3,0.3,8.5,1.1,0.05,0.05,2019-2020,578573.0
890,Evan Turner,Atl,G-F,31.8,3.3,2.0,13.2,2.0,0.47,0.42,2019-2020,18606556.0
891,Wenyen Gabriel,Por,F,23.39,2.3,0.3,9.1,2.2,0.42,0.26,2019-2020,1445697.0
892,Melvin Frazier Jr.,Orl,G-F,23.96,2.1,0.2,6.6,0.5,0.47,0.11,2019-2020,1416852.0
893,Blake Griffin,Det,F,31.42,15.5,3.3,28.5,4.7,0.39,0.39,2019-2020,34449964.0
894,Amile Jefferson,Orl,F,27.27,0.8,0.2,4.1,1.3,0.06,0.17,2019-2020,1529007.0
895,Al-Farouq Aminu,Orl,F,29.9,4.3,1.2,21.1,4.9,1.0,0.44,2019-2020,9258000.0
896,Caleb Martin,Cha,F,24.88,6.2,1.3,17.6,2.1,0.67,0.39,2019-2020,898310.0
897,Chimezie Metu,San,F-C,23.4,3.2,0.6,5.9,1.8,0.17,0.33,2019-2020,1416852.0
898,James Johnson,Mia,F,33.48,5.7,1.2,15.6,2.9,0.33,0.72,2019-2020,15349400.0
899,Ryan Broekhoff,Dal,G-F,29.98,4.2,0.6,10.6,2.5,0.29,0.24,2019-2020,1416852.0
900,Reggie Jackson,Lac,G,30.33,9.5,3.2,21.3,3.0,0.29,0.24,2019-2020,512721.0
901,Alize Johnson,Ind,F,24.31,2.0,0.4,6.9,2.9,0.18,0.12,2019-2020,1416852.0
902,Keldon Johnson,San,F-G,20.84,9.1,0.9,17.7,3.4,0.82,0.12,2019-2020,1950600.0
903,Brandon Knight,Cle,G,28.7,4.9,1.9,15.1,1.3,0.31,0.13,2019-2020,15643750.0
904,Jalen McDaniels,Cha,F-C,22.54,5.6,0.8,18.3,4.1,0.5,0.19,2019-2020,898310.0
905,Jaylen Nowell,Min,G,21.35,3.8,1.3,10.1,0.9,0.2,0.0,2019-2020,1400000.0
906,Nicolas Claxton,Bro,F-C,21.33,4.4,1.1,12.5,2.9,0.07,0.53,2019-2020,898310.0
907,DeMarre Carroll,San,F,34.05,2.2,0.7,9.0,2.1,0.13,0.13,2019-2020,512721.0
908,Vlatko Cancar,Den,F,23.35,1.2,0.2,3.2,0.7,0.07,0.07,2019-2020,898310.0
909,Tyrone Wallace,Atl,G,26.18,2.9,0.9,11.5,1.6,0.5,0.07,2019-2020,1588231.0
910,Otto Porter Jr.,Chi,F,27.2,11.9,1.8,23.6,3.4,1.07,0.43,2019-2020,27250575.0
911,Alen Smailagic,Gol,F,19.99,4.2,0.9,9.9,1.9,0.21,0.29,2019-2020,898310.0
912,Michael Kidd-Gilchrist,Dal,F,26.89,0.9,0.3,9.3,2.5,0.15,0.23,2019-2020,595122.0
913,Juan Toscano-Anderson,Gol,F,27.35,5.3,2.0,20.9,4.0,1.0,0.38,2019-2020,350189.0
914,Marvin Bagley III,Sac,F,21.42,14.2,0.8,25.7,7.5,0.46,0.92,2019-2020,8556120.0
915,Iman Shumpert,Bro,G,30.14,4.2,0.9,18.5,2.6,0.92,0.15,2019-2020,1419138.0
916,Mfiondu Kabengele,Lac,F-C,23.0,3.5,0.2,5.4,0.9,0.17,0.17,2019-2020,1977000.0
917,Zach Collins,Por,F-C,22.74,7.0,1.5,26.4,6.3,0.45,0.45,2019-2020,4240200.0
918,Justise Winslow,Mia,G-F,24.39,11.3,4.0,32.0,6.6,0.73,0.45,2019-2020,13000000.0
919,Miye Oni,Uta,G-F,23.03,3.5,0.4,10.9,1.7,0.4,0.2,2019-2020,898310.0
920,Nigel Williams-Goss,Uta,G,25.91,1.4,0.6,5.0,0.6,0.3,0.1,2019-2020,1500000.0
921,Ignas Brazdeikis,Nyk,F,21.6,1.9,0.4,5.9,0.6,0.0,0.11,2019-2020,898310.0
922,Jarred Vanderbilt,Den,F,21.37,1.1,0.2,4.6,0.9,0.33,0.11,2019-2020,1416852.0
923,Dragan Bender,Gol,F,22.74,9.0,2.1,21.6,5.9,0.44,0.44,2019-2020,1678854.0
924,Justin Robinson,Was,G,22.84,1.4,0.8,5.4,0.6,0.0,0.11,2019-2020,898310.0
925,Khyri Thomas,Det,G,24.27,2.1,0.4,7.7,0.1,0.38,0.0,2019-2020,1416852.0
926,Jusuf Nurkic,Por,C,25.98,17.6,4.0,31.7,10.3,1.38,2.0,2019-2020,13125000.0
927,Cameron Payne,Pho,G,26.02,10.9,3.0,22.9,3.9,1.0,0.25,2019-2020,1737145.0
928,Lance Thomas,Bro,F,32.31,3.4,0.9,14.0,1.9,0.0,0.0,2019-2020,7119650.0
929,Dion Waiters,Lal,G,28.68,11.9,2.4,23.6,1.9,0.57,0.57,2019-2020,375385.0
930,Zhaire Smith,Phi,G,21.2,1.1,0.3,4.6,0.3,0.43,0.0,2019-2020,3058800.0
931,Andre Roberson,Okc,G-F,28.7,2.9,0.6,12.4,3.9,0.14,0.43,2019-2020,10740740.0
932,Dewan Hernandez,Tor,C-F,23.68,2.3,0.5,4.7,2.3,0.17,0.0,2019-2020,898310.0
933,Talen Horton-Tucker,Lal,G,19.72,5.7,1.0,13.5,1.2,1.33,0.17,2019-2020,898310.0
934,JR Smith,Lal,G,34.93,2.8,0.5,13.2,0.8,0.17,0.0,2019-2020,15680000.0
935,Chandler Parsons,Atl,F,31.8,2.8,0.6,10.8,1.4,0.8,0.2,2019-2020,25102511.0
936,KZ Okpala,Mia,F-G,21.3,1.4,0.2,5.2,1.0,0.4,0.2,2019-2020,898310.0
937,Stephen Curry,Gol,G,32.42,20.8,6.6,27.9,5.2,1.0,0.4,2019-2020,40231758.0
938,Justin Patton,Okc,C,23.17,1.8,0.4,4.8,1.0,0.0,0.0,2019-2020,1620564.0
939,Jalen Lecque,Pho,G,20.17,2.0,0.4,6.3,0.4,0.0,0.0,2019-2020,898310.0
940,Stanton Kidd,Uta,F,28.41,0.0,0.3,3.8,0.8,0.0,0.0,2019-2020,898310.0
941,Jonah Bolden,Phi,F,24.62,1.0,0.0,3.6,0.3,0.25,0.0,2019-2020,1698450.0
942,Udonis Haslem,Mia,F,40.18,3.0,0.3,11.0,4.0,0.0,0.0,2019-2020,1620564.0
943,Luka Samanic,San,F,20.6,5.3,2.0,16.1,3.3,0.0,0.67,2019-2020,2689920.0
944,Luc Mbah a Moute,Hou,F,33.93,1.7,0.0,8.2,0.7,0.67,0.0,2019-2020,4320500.0
945,Isaiah Roby,Okc,F,22.53,0.0,0.0,3.8,0.7,0.0,0.0,2019-2020,1500000.0
946,Tyler Zeller,San,F-C,30.58,1.0,0.0,2.0,2.0,0.0,0.0,2019-2020,245686.0
947,Max Strus,Chi,G-F,24.38,2.5,0.0,3.1,0.5,0.0,0.0,2019-2020,898310.0
948,Ryan Anderson,Hou,F,32.27,2.5,1.0,7.0,3.5,0.5,0.0,2019-2020,1620564.0
